"","X","AdID","AdText","Clicks","Impressions","Age","CreationDate","Location","Interests","AdSpend","AdSpendCurrency","CreationDateInteger","BinAge","BinAdSpend","BinClicks","BinImpressions"
"2907",2906,976,"Type of dolls every black girl should have.",7348,49624,40.5,2017-05-23,"United States","black",350,"RUB",52317,"low","mid","high","high"
"2908",2907,979,"The government asks us to put a uniform and far away from our homes to drop bombs on innocent people in Syria, while we are treated in America like animals and denied simple human rights, freedom, equality and justice.",1042,10074,40.5,2017-05-30,"United States","black",298.98,"RUB",53017,"low","mid","high","high"
"2909",2908,981,"How would we feel if another country bombed us for the poisoned water in Flint and for police brutality?",15124,130992,40.5,2017-05-19,"United States","black",900,"RUB",51917,"low","high","high","high"
"2910",2909,983,"WOW! An off-duty Los Angeles cop in Anaheim called a female student a ""cunt"" for stepping on his lawn as she walked back home from school. When her friend stood up for her, the cop started a fight with kids, pulled a gun and fired a shot near the 13-year-old boy. Is this starting to become a trend now?",2598,24365,40.5,2017-05-17,"United States","black",261.51,"RUB",51717,"low","mid","high","high"
"2911",2910,1260,"Secured borders should be a top priority. We need to protect America now more than ever.",90,1072,41.5,2017-05-28,"Living In: United States","right wing",898.84,"RUB",52817,"mid","high","mid","mid"
"2912",2911,1262,"This is a call for love. This is a call for mercy. This is a call for compassion to all those suffering in Syria now. For all the families who were forced out of their homes, for the mothers who had to watch their sons and daughters suffering, for the children who are now orphans because of this terrible wicked war. Words can't heal their pain; our tears won't bring back those who left us already; nothing can console our grief right now. However, we have the duty to save those whose lives are still at risk. For the sake of these people, we have to work to end this terrible war. Unfortunately, we haven't seen much development in this direction. Bombing random targets and going for momentary aims, taking reckless decisions and shifting our focus off crushing terrorists only leads to more casualties among civilians and creates even more suffering. We have to stick to our agenda and work to protect people, launching additional missiles on them won't help. Pray for peace to return to Syria and work sanely to bring this moment closer!",615,5887,41.5,2017-05-23,"Living In: United States","unavailable",999.8,"RUB",52317,"mid","high","mid","mid"
"2913",2912,1263,"Stop the violence! No more airstrikes in #Syria!",400,3178,41.5,2017-05-23,"Living In: United States","unavailable",500,"RUB",52317,"mid","high","mid","mid"
"2914",2913,1264,"What happened in Manchester is a tragedy beyond description that filled our hearts with inconsolable grief of pain and loss. It makes everything worse that the spirit of hatred is again aimed on all Muslims who in fact have nothing to do with disgusting radicals who organize such gruesome acts. The whole Muslim community condemns terror! Islam would remain the religion of peace no matter how hard those terrorists try to promote the opposite image! These people hurt Islam and the best way we can protect it is the art of compassion and love towards all people suffering at the hands of radicals! Pray for the victims, stay strong and heal this world!",602,3546,41.5,2017-05-24,"Living In: United States","unavailable",200,"RUB",52417,"mid","mid","mid","mid"
"2915",2914,1265,"Those duplicitous politicians say they want to end the war in Syria though all they do makes the situation worse and leads to more blood spilled in the Middle East. Unfortunately, many of these hypocrites have infiltrated the American establishment. Such people benefit from regional conflicts and war is nothing more than business for them. It was these people who launched the missiles that never hit no terrorists but led to civilian casualties. It is them who keep receiving money from the same actors who sponsor ISIS and other groups. These people want more American involvement because it means more money for them and they don't care about the terrorists. In fact, radicals really help them increase their bloody income. The only way to resist the corrupt elites is to oppose military actions with no particular aim and promote anti-terrorist agenda! Focus on what's truly important and we will end the war in Syria sooner than you can imagine.",111,1125,41.5,2017-05-25,"Living In: United States","unavailable",195.01,"RUB",52517,"mid","mid","mid","mid"
"2916",2915,1266,"We're organizing two peaceful gatherings to draw public attention to the above-mentioned terrible problem. Our President and Congress must listen to those who granted them power - us, the people. If you also think that there should only be peace, come with us and let's make it happen: Washington; DC:  147549059117757/ Manhattan; NY:  Stop war! Stop killing the innocent:",0,0,41.5,2017-05-23,"Living In: United States","unavailable",0,"unavailable",52317,"mid","unavailable","unavailable","unavailable"
"2917",2916,1478,"Everyday we watch, read and receive news of police beating, assaulting, and killing innocent people. These videos and instances have become so common that people are rarely shocked by even the most brutal of cases. We were wondering how long time would it take to make people fighting back? So now, karma's coming back for blue pigs!        A shocking video was shared on social media Tuesday showing two police officers being attacked. Two unidentified men were seen beating up the two officers for seemingly no reason. The incident occurred Monday afternoon in Northeast Philadelphia after two school police officers were called to break up a fight outside of a local pizza shop. As we can see police couldn't stop the fight. Now we see what kind of police do we have. Those cops are slow weak doughnuts, who can do literally nothing without using their guns. Cops can blame themselves when shit like this happens. They live by their own laws, they can break your arms and legs, torture you with chemical and electrical ways, rape or even kill you ""doing their job."" All those things and more are well within departmental policy. So I'd rather give a fight for my rights than ignore the fact our country becoming a Nazi States of America. Look around, the only other thing that will happen is that people will whine about it, but will ultimately do nothing to actively stop this behavior, and this is why cops are so violent now. If we want to stop it, we should fight as our ancestors did it for centuries. Take out a few dozen cops and the rest will change. Amen.",0,0,41.5,2016-05-06,"United States","left wing",0,"unavailable",50616,"mid","unavailable","unavailable","unavailable"
"2918",2917,1500,"Cops are allergic to cameras, they don't like being recorded because it won't allow them to break the law and lie about the circumstances which presented them the opportunity to break the law.        ?WARNING!!!? In yet another disturbing video of police escalating violence in a public school, a Philadelphia school cop was caught on video in an intense altercation with a student. According to the Philadelphia Student Union, of which the alleged victim, Brian Burney, the incident was all over a dispute over using the bathroom. The student, who recorded the incident, was told to delete it. All that is left is a brief clip showing the officer, who is twice the size of Burney, on top of him. I don't understand why are there cops in schools? Cops are nothing more then a bunch of bullies or gang members in police uniforms! Whatever happened to deans? Moreover, don't you think it's a bit strange, when an officer forces someone to delete video? Obviously, police is trying to hide something and their testimony should be considered a lie. Also, is not destruction of evidence a crime? What do you think about it guys? Please, share or comment below.",906,8570,41.5,2016-05-13,"United States","left wing",299.85,"RUB",51316,"mid","mid","high","high"
"2919",2918,1966,"We applaud both the thankful son and his devoted mother who managed to transfer the real values of the Black community to her kid. A Black teen from East Mecklenburg High School in Charlotte chose a very special date for his prom. Black Teen Surprises His Mother At Prom I BlackMattersUS.com blackmattersus.com",399,2934,41.5,2017-05-15,"Living In: United States","black",300,"RUB",51517,"mid","mid","mid","mid"
"2920",2919,1967,"Teacher Suspended For Comparing Student To A Slave A North Carolina teacher has been fired after comparing a 13-year-old student to a slave. Teacher Suspended For Comparing Student To A Slave BlackMattersUS.com blackmattersus.com",797,6968,41.5,2017-05-15,"Living In: United States","black",300,"RUB",51517,"mid","mid","mid","mid"
"2921",2920,1969,"Little boys sometimes fight and they don't often commit suicides after one loss... But they do as a result of regular harassment ignored and covered up by their schools! Surveillance footage from a Cincinnati elementary school shows students harrasing a Black kid. Black Kid Forced To Commit Suicide BlackMattersUS.com blackmattersus.com",63,586,41.5,2017-05-15,"Living In: United States","black",59.06,"RUB",51517,"mid","low","low","low"
"2922",2921,1970,"We still remember! The victims are never forgotten.",5144,26922,41.5,2017-05-19,"Living In: United States","black",500,"RUB",51917,"mid","high","high","high"
"2923",2922,1973,"Joseph Louis Barrow, the legendary ""Brown Bomber,"" is considered by many to be the finest heavyweight champion in the history of boxing. Joseph Louis Barrow, the legendary 'Brown Bomber,"" is considered by many to be the finest heavyweight champion in the history of boxing History! Boxer Joe Louis BlackMattersUS.com blackmattersus.com",153,1082,41.5,2017-05-24,"Living In: United States","black",153.03,"RUB",52417,"mid","low","mid","mid"
"2924",2923,1982,"This is so awful but who cares? Do you know that the United States and its allies have killed at least 3,200 civilians in more than 1,000 days of bombing? Yes, it's more than nine times the 352 deaths acknowledged by the U.S. military. Innocent Syrian civilians are dying for no reason, people in America still suffer from unemployement, injustice and police brutality, but they still spend money for bombing the Middle East.",901,8833,41.5,2017-05-15,"Living In: United States","black",791.02,"RUB",51517,"mid","high","high","high"
"2925",2924,1985,"This is so powerful and breathtaking. All my respect. Never be afraid of protecting and supporting each other. If not us, then who?",5393,24410,41.5,2017-05-22,"Living In: United States","black",400,"RUB",52217,"mid","mid","high","high"
"2926",2925,1987,"A study reveals that cheating about race in CVs impact chances for Black people to get interviewed. A study reveals that cheating about race in CVs impact chances for Black people to get interviewed. Black People Have To ""Whiten"" Their CVs I BlackMattersUS.com blackmattersus.com",367,2786,41.5,2017-05-24,"Living In: United States","black",235.3,"RUB",52417,"mid","mid","mid","mid"
"2927",2926,1994,"She slays! Like if you think she is beautiful.",345,1393,41.5,2017-05-24,"Living In: United States","black",72.2,"RUB",52417,"mid","low","mid","mid"
"2928",2927,2004,"The legendary tennis player Serena Williams has been a customer of Gianvito Rossi for many years so she couldn't even think of any racist attitude towards her. Managers for the luxury shoe company Gianvito Rossi are under fire for discriminating against Serena Williams and its Black employees. Serena Williams Discriminated By... Shoemakers I BlackMattersUS.com blackmattersus.com",1348,8241,41.5,2017-05-19,"Living In: United States","black",300,"RUB",51917,"mid","mid","high","mid"
"2929",2928,2006,"Minta and Cameron Burke, and their two children, brought a birthday cake aboard a JetBlue flight as a carry-on item. This cake has become the reason for the regrettable development of events. New Jersey family is traumatized after JetBlue kicked them off a Las Vegas-bound flight over a birthday cake. Minta and Cameron Burke, and their two children, brought a birthday cake aboard a JetBlue flight as a carry-on item. This cake has become the reason for the regrettable development of events... New Jersey Black Family Kicked Off JetBlue Flight Over Birthday Cake I BlackMattersUS.com blackmattersus.com",577,5038,41.5,2017-05-17,"Living In: United States","black",300,"RUB",51717,"mid","mid","mid","mid"
"2930",2929,2008,"She slays. Love your blackness. Be proud of your skin color and natural hair.",3031,17248,41.5,2017-05-17,"Living In: United States","black",207.95,"RUB",51717,"mid","mid","high","high"
"2931",2930,2010,"Black and educated. Congrats to her! She dreams that perhaps one day, every African will turn on the lights in their homes, and there'll be electricity.",887,3847,41.5,2017-05-12,"Living In: United States","black",195.66,"RUB",51217,"mid","mid","high","mid"
"2932",2931,2012,"For one guilty cop we got two murder cops who will walk free. That's not how justice should work #AltonSterling The Justice Department will not charge the two police officers involved in fatal shooting of Alton Sterling Officers Won't Be Charged In Fatal Shooting Of Alton Sterling I BlackMattersUS.com blackmattersus.com",0,0,41.5,2017-05-04,"Living In: United States","black",0,"unavailable",50417,"mid","unavailable","unavailable","unavailable"
"2933",2932,2014,"Black and educated: Know your people and motivate each other.",751,3530,41.5,2017-05-12,"Living In: United States","black",194.16,"RUB",51217,"mid","mid","mid","mid"
"2934",2933,2017,"Black don't crack! That's the power of melanin!",1173,4468,41.5,2017-05-12,"Living In: United States","black",195.02,"RUB",51217,"mid","mid","high","mid"
"2935",2934,2030,"Brilliant minds: But you won't see this on the evening news. Wonder.. why?",1617,7382,41.5,2017-05-12,"Living In: United States","black",196.4,"RUB",51217,"mid","mid","high","mid"
"2936",2935,2044,"Racists couldn't handle first Black woman becoming student government president in American University After the first Black woman became student government president bananas were found hanging on American University campus Bananas Found Hanging On American University Campus BlackMattersUS.com blackmattersus.com",0,0,41.5,2017-05-04,"Living In: United States","black",0,"unavailable",50417,"mid","unavailable","unavailable","unavailable"
"2937",2936,2045,"Removal of each of these racist statues will open a new page in the American history a page devoted to the victory of the Black people over slavery and white supremacy! Though of course, it's sad that even doing the right thing the city administration was afraid to do it openly. The city of New Orleans had to remove Jefferson Davis Statue at night due to the fear of the protests. Jefferson Davis Statue Put Down In Secret I BlackMattersUS.com blackmattersus.com",108,1101,41.5,2017-05-12,"Living In: United States","black",187.93,"RUB",51217,"mid","mid","mid","mid"
"2938",2937,2047,"Jordan Edwards is another victim of police incompetence and racism Jordan Edwards, 15-year-old freshman at Mesquite High School, was leaving a party when he was shot through the passenger's side window of the vehicle 15-Year-Old Jordan Edwards Was Fatally Shot By Dallas Officer BlackMattersUS.com blackmattersus.com",126,813,41.5,2017-05-02,"Living In: United States","black",28.4,"RUB",50217,"mid","low","mid","low"
"2939",2938,2051,"This young Queen is an inspiration for all of us! Proud of her.",2012,11524,41.5,2017-05-17,"Living In: United States","black",300,"RUB",51717,"mid","mid","high","high"
"2940",2939,2057,"Black Men Urge City Officials To Declare ̀ State Of Emergency' In Grand Rapids, Michigan They have safety concerns for their community following reports of bias policing. Black Men Urge City Officials To Declare ̀ State Of Emergency' In Grand Rapids, Michigan I BlackMattersUS.com blackmattersus.com",161,1265,41.5,2017-05-15,"Living In: United States","black",59.69,"RUB",51517,"mid","low","mid","mid"
"2941",2940,2058,"The sit-in which began at around 5 p.m. Saturday in the Buntrock Commons area it was triggered by the letter which an African-American woman found on her car. Student protests erupted at St. Olaf College after several racist, hate- filled acts on campus. Student Protests At St. Olaf I BlackMattersUS.com blackmattersus.com",175,1978,41.5,2017-05-01,"Living In: United States","black",166.32,"RUB",50117,"mid","low","mid","mid"
"2942",2941,2063,"""The only thing that separates women of color from anyone else is opportunity."" -Viola Davis Stunning. Love her.",3466,16128,41.5,2017-05-17,"Living In: United States","black",208.78,"RUB",51717,"mid","mid","high","high"
"2943",2942,2067,"That's how black girls magic looks like. Absolutely stunning!",2589,11882,41.5,2017-05-17,"Living In: United States","black",215.05,"RUB",51717,"mid","mid","high","high"
"2944",2943,2068,"Our deepest condolences to the victims and families in Manchester. We also wish people dedicate their sadness and thoughts to Syria, Flint, Bangkok or any other country which suffered from attacks and where the government cares only about money, not citizens.",703,6583,41.5,2017-05-25,"Living In: United States","black",500,"RUB",52517,"mid","high","mid","mid"
"2945",2944,2069,"Awesome. That's true.",604,3044,41.5,2017-05-24,"Living In: United States","black",167.63,"RUB",52417,"mid","low","mid","mid"
"2946",2945,2073,"21-year-old Ahmad Akintunde who has recently posted an image of himself and his nine Black male friends at the Ivy League school and made the hashtag #BlackMenofYaleUniversity viral has added a video telling the stories of some Black Yale students. 9 Black male Yale students continue to share their Ivy League Experience. Black Yale Students Share Motivational Video BlackMattersUS.com blackmattersus.com",159,1391,41.5,2017-05-01,"Living In: United States","black",151.38,"RUB",50117,"mid","low","mid","mid"
"2947",2946,2075,"""They teach them at a very high academic level and I appreciate that, and that's why they go to the school,"" Coleen Cook, a mother of two, said. ""But unfortunately, they don't have any sensitivity to diversity at all."" Mass. Charter School punishes Black students wearing braids. Black Students Deprived Of Prom Because Of Hairstyle I BlackMattersUS.com blackmattersus.com",610,5361,41.5,2017-05-15,"Living In: United States","black",300,"RUB",51517,"mid","mid","mid","mid"
"2948",2947,2078,"How a Black student carrying a glue gun led to a school lockdown. The situation in the Colgate University is far from normal. Earlier this month.. the University went on lockdown for four hours after reports circulated of a gunman on campus. On May 1 st, 2017, an ̀active shooter' alert was sent to all members of the Colgate community. You've already guessed that the... Sword In White Hands VS Glue Gun In Black Hands I BlackMattersUS.com blackmattersus.com",465,4012,41.5,2017-05-19,"Living In: United States","black",200,"RUB",51917,"mid","mid","mid","mid"
"2949",2948,2080,"Now, when 25 years have passed since 1992 Riots, it's hard to imagine that photographers risked their lives to keep those moments for the future. Now, when 25 years have passed since 1992 Riots, it's hard to imagine that photographers risked their lives to keep those moments for the future. 1992 Riots Through Cold Lens Of Cameras I BlackMattersUS.com blackmattersus.com",57,844,41.5,2017-05-01,"Living In: United States","black",92.5,"RUB",50117,"mid","low","low","low"
"2950",2949,2081,"This strategy is great indeed. Glad to see people making positive change to unite the world, rather than executive orders to divide it.",2534,15264,41.5,2017-05-19,"Living In: United States","black",434.66,"RUB",51917,"mid","mid","high","high"
"2951",2950,2083,"A recent episode of the legendary British ̀ Doctor Who' series received unexpected praise from its fans. The movie turns out to be full anti-racist comments and quite radical actions. The third episode of the series, 'Thin Ice', shows how Doctor Who and Pearl deal with racism and child slavery in 1814. Doctor Who Slams Racist In New Episode I BlackMattersUS.com blackmattersus.com",33,562,41.5,2017-05-01,"Living In: United States","black",216.76,"RUB",50117,"mid","mid","low","low"
"2952",2951,2095,"How many more? Black people of America suffered from the wars in the past and they do suffer now, you just can't see. Wars Rob Black People BlackMattersUS.com blackmattersus.com",494,4458,41.5,2017-05-15,"Living In: United States","black",300,"RUB",51517,"mid","mid","mid","mid"
"2953",2952,2102,"On Sunday evening white man with a beer in one hand and gun in another kills 1 black women and injures 5 black people and 1 hispanic man... On Sunday evening, a gunman opened fire on a San Diego pool party, killing one Black woman and injuring six others. San Diego Shooting: Gunman Targets Black People I BlackMattersUS.com blackmattersus.com",108,857,41.5,2017-05-02,"Living In: United States","black",24.9,"RUB",50217,"mid","low","mid","low"
"2954",2953,2104,"Stunning.",1186,4704,41.5,2017-05-12,"Living In: United States","black",192.56,"RUB",51217,"mid","mid","high","mid"
"2955",2954,2106,"Like if you agree!",1866,8602,41.5,2017-05-16,"Living In: United States","black",165.84,"RUB",51617,"mid","low","high","high"
"2956",2955,2107,"If you're graduating this year, Michelle and Barack Obama are really proud of you. Former First Lady Michelle Obama spoke onstage during MTV's 2017 College Signing Day on Friday, continuing her commitment to pushing for higher education for American kids. Michelle Obama also made a great surprise with a taped message on Good Morning America Monday. ""To all the students in this gra... Watch Michelle Obama's Powerful Message For 2017 High School Grads And Future Students I BlackMattersUS.com blackmattersus.com",190,1414,41.5,2017-05-17,"Living In: United States","black",200,"RUB",51717,"mid","mid","mid","mid"
"2957",2956,2109,"Taylor Arm brester. 10, has been consistently punched, kicked and called demeaning names by bullies at Chelsea Park Elementary School. A 10-year- old Black student at Chelsea Park Elementary in Birmingham, Alabama had to face assaults and harassment by white students, according to Alabama.com. Teachers did nothing. Taylor Armbrester, 10 and his family moved into the area in the fall. Soon, Taylor found out that Chelsea Park Element... 'I Am White, You Should Be; Too' I BlackMattersUS.com blackmattersus.com",1046,7537,41.5,2017-05-19,"Living In: United States","black",300,"RUB",51917,"mid","mid","high","mid"
"2958",2957,2111,"The hate crime occurred Sunday night in Nassau, NY. A black family living in Nassau woke up Sunday night. May 14. 2017, to find their detached garage spray-painted with a hateful graffiti and engulfed inflames. Laquan Madison, his wife and five underage children were physically unharmed but emotionally traumatized by the fire. Madison says he believ... African-American Family's Garage Spray-Painted With Racial Slur And Torched I BlackMattersUS.com blackmattersus.com",738,6252,41.5,2017-05-17,"Living In: United States","black",300,"RUB",51717,"mid","mid","mid","mid"
"2959",2958,2112,"The dopest black woman ever. Miss her.",922,3891,41.5,2017-05-24,"Living In: United States","black",167.19,"RUB",52417,"mid","low","high","mid"
"2960",2959,2113,"Although the name Elijah McCoy may be unknown to most people,the enormity of his ingenuity and the quality of his inventions have created a level of distinction which bears his name. Elijah McCoy was born in Colchester, Ontario, Canada on May 2, 1844. His parents were George and Emillia McCoy, former slaves from Kentucky who escaped through the Underground Railroad. Although the name Elijah McCoy may be unknown to most people,the enormity of his ingenuity and the quality of his inventions have created a level of distinction which bears his name. Elijah McCoy, Inventor Who Held Over 50 Patents I BlackMattersUS.com blackmattersus.com",391,3155,41.5,2017-05-16,"Living In: United States","black",157.36,"RUB",51617,"mid","low","mid","mid"
"2961",2960,2115,"A new study shows hat 99% Of students handcuffed in school by NYPD in 2016 were black or latinx. A new study shows hat 99% Of students handcuffed in school by NYPD in 2016 were black or latinx Study Shows 99% Of Students Handcuffed In School By NYPD In 2016 Were Black Or Latinx BlackMattersUS.com blackmattersus.com",300,0,41.5,2017-05-24,"Living In: United States","black",157.1,"RUB",52417,"mid","low","mid","unavailable"
"2962",2961,2116,"The story of a first famous Black actor, Ira Aldridge, also the first black actor to play Othello The story of a first famous Black actor, Ira Aldridge, also the first black actor to play Othello Ira Aldridge - A Famous Black Actor Of 19th Century I BlackMattersUS.com blackmattersus.com",208,1781,41.5,2017-05-12,"Living In: United States","black",193.07,"RUB",51217,"mid","mid","mid","mid"
"2963",2962,2119,"Not everyone can understand what it feels like when your child suffers from injustice, disrespect, brutality.",2082,16255,41.5,2017-05-19,"Living In: United States","black",800,"RUB",51917,"mid","high","high","high"
"2964",2963,2122,"Growing up in abject poverty, William Dyson and his family struggled to make ends meet. After teaching himself meditation,. which he says, helped him to become aware of the numerous people facing the same problems that he was dealing with, William set out to help to improve the conditions of people in struggle. Interview with William Dyson; creator of the Douglass, a black community empowerment platform. Building Technology To Empower Black Community I BlackMattersUS.com blackmattersus.com",31,541,41.5,2017-05-01,"Living In: United States","black",56.56,"RUB",50117,"mid","low","low","low"
"2965",2964,2126,"Reversing this trend won't be easy, especially when the industry increasingly looks to Latino neighborhoods and other minority communities to boost sales. Black people are 1.5 times more likely to be obese than their white counterparts. Why? Black People And Fast Food Epidemic BlackMattersUS.com blackmattersus.com",79,1120,41.5,2017-05-01,"Living In: United States","black",102.53,"RUB",50117,"mid","low","mid","mid"
"2966",2965,2130,"MLB Player Adam Jones Donates $20.000 to Negro Leagues Baseball Museum MLB Player Adam Jones; who was called 'n***r', Donates $20.000 to Negro Leagues Baseball Museum MLB Player Adam Jones Donates $20,000 to Negro Leagues Baseball Museum I BlackMattersUS.com blackmattersus.com",417,0,41.5,2017-05-15,"Living In: United States","black",300,"RUB",51517,"mid","mid","mid","unavailable"
"2967",2966,2135,"Saturday marked 25 years since one of the biggest and most violent acts of protest in modern American history, which involved days of rebellion largely led by L.A.'s Black residents. It's up to you to decide, how much America has changed through these 25 years but don't forget, that all the changes to be made now are up to you. LA Riots - 25 Years On I BlackMattersUS.com blackmattersus.com",126,1784,41.5,2017-05-01,"Living In: United States","black",160.96,"RUB",50117,"mid","low","mid","mid"
"2968",2967,2136,"Latest report shows that life expectancy for Black Americans improves and racial mortality gap closing. Latest report shows that life expectancy for Black Americans improves and racial mortality gap closing Life Expectancy For Black Americans Improves I BlackMattersUS.com blackmattersus.com",251,1621,41.5,2017-05-24,"Living In: United States","black",154.38,"RUB",52417,"mid","low","mid","mid"
"2969",2968,2138,"The first ""Miss Black America Pageant"" was held in Atlantic City.. NJ in 1968. Saundra Williams was crowned the first ""Miss Black America"". Know your history.",584,2952,41.5,2017-05-24,"Living In: United States","black",165.69,"RUB",52417,"mid","low","mid","mid"
"2970",2969,2153,"This woman is trying to make jury sympathize with her though she didn't show any sympathy pulling the trigger. Police Officer Betty Shelby, who is facing manslaughter charges in the fatal shooting of Terence Crutcher, faced the jury on Wednesday. Terence Crutcher Killer Faces First Trial BlackMattersUS.com blackmattersus.com",235,2311,41.5,2017-05-12,"Living In: United States","black",188.07,"RUB",51217,"mid","mid","mid","mid"
"2971",2970,2158,"Watch Black students whose school banned their hair extensions speak out. Twin sisters; Deanna and Mya Cook, 15, were barred from prom, suspended from sports, and have to serve double detention as punishment for wearing hair extensions to school, Mystic Valley Regional Charter School in Malden. Now they and their parents are fighting back. The girls got their hair extensi... School Disciplines Black And Biracial Students For Wearing Hair Extensions BlackMattersUS.com blackmattersus.com",900,6269,41.5,2017-05-18,"Living In: United States","black",300,"RUB",51817,"mid","mid","high","mid"
"2972",2971,2161,"Claude McKay is a black poet and novelist, but a lot of people don't know about his work and life, and it's a shame. Claude McKay is a black poet and novelist, but a lot of people don't know about his work and life, and it's a shame. Life Of Black Poet And Novelist Claude McKay I BlackMattersUS.com blackmattersus.com",322,2861,41.5,2017-05-16,"Living In: United States","black",200,"RUB",51617,"mid","mid","mid","mid"
"2973",2972,2163,"They are so gorgeous! Proud of you. Gabby.",797,3716,41.5,2017-05-12,"Living In: United States","black",193.75,"RUB",51217,"mid","mid","mid","mid"
"2974",2973,2166,"Stevie Wonder Turns 67 Today! Happy Birthday to a legendary Stevie Wonder! Stevie Wonder Turns 67 Today! I BlackMattersUS.com blackmattersus.com",594,4646,41.5,2017-05-15,"Living In: United States","black",300,"RUB",51517,"mid","mid","mid","mid"
"2975",2974,2167,"What a precious moment!",2889,11574,41.5,2017-05-19,"Living In: United States","black",500,"RUB",51917,"mid","high","high","high"
"2976",2975,2183,"Do you think that there is a place for racism in lawmaking? The answer seems to be obvious but white Alabama legislator, Lynn Greer, of Rogersville would disagree with you. Black lawmakers accuse their colleague of being racist and trying to minimize their influence. Black Lawmakers Enraged By Racist Email I BlackMattersUS.com blackmattersus.com",107,517,41.5,2017-05-19,"Living In: United States","black",39.69,"RUB",51917,"mid","low","mid","low"
"2977",2976,2186,"Like if you miss this amazing couple!",1427,7722,41.5,2017-05-17,"Living In: United States","black",216.32,"RUB",51717,"mid","mid","high","mid"
"2978",2977,2188,"We are incredibly thankful to Gabourey Sidibe for her bravery because her reaction perfectly fit the situation. It is very important for Black people to know that they can fight and win. Gabourey Sidibe shares her experience of fighting racism and winning the battle. Gabourey Sidibe Faces Racial Discrimination BlackMattersUS.com blackmattersus.com",60,827,41.5,2017-05-12,"Living In: United States","black",189.25,"RUB",51217,"mid","mid","low","low"
"2979",2978,2415,"New administration's budget proposal to Congress includes $1.7 trillion in mandatory spending cuts over 10 years, including $800 billion from Medicaid and $193 billion from food stamps. At the same time, this proposal, called ""A New Foundation for American Greatness"", includes a boost in military spending and $1.6 billion for the construction of the border wall with Mexico. To be honest, I'm not sure, that the wall and another pointless war, instead of affordable health care and help for those in need, is what we have to keep our focus on. It seems like republicans are using every single possibility to get more money for their wars, and they don't mind it if average Americans live in poverty or without affordable medicine. Why additional billions to Military? Our Department of Defense budget is already bigger than military budgets of the next eight countries combined, isn't it enough? Here is what Senate Minority Leader Chuck Schumer said: ""Based on what we know about this budget, the good news -- the only good news -- is that it's likely to be roundly rejected by members of both parties here in the Senate — just as the last budget was""",267,1778,41.5,2017-05-23,"United States","unavailable",267,"RUB",52317,"mid","mid","mid","mid"
"2980",2979,2426,"The administration is requesting a $54 billion increase in military spending for 2018. Not a small sum, it's roughly equal to the entire annual military budget of France, larger than the defense budgets of the United Kingdom, Germany, and Japan, and only $12 billion less than the entire Russian military budget of 2015. But what about domestic and State Department spending? For example, such an increase for the Department of Defense means 31 % cut in the EPA's budget and a 29% cut in the State Department. In other words, it's a great number of opportunities squandered in favor of the interests of high- powerful warmongers in our government. Environment, diplomacy, alternative energy, housing or infrastructure repair? Not today. Today they want thousands of peaceful people to die for their money interests. And they use every opportunity to start another war, they are acting the same way in Syria. Start thinking!",135,1236,41.5,2017-05-15,"United States","unavailable",333.01,"RUB",51517,"mid","mid","mid","mid"
"2981",2980,2445,"If you also think that there should only be peace, come with us on June, 3 and let's make it happen. Stop war! Stop killing the innocent! Some believed Trump would withdraw the U.S. from useless and bloody military campaigns. But what we see is only the enhancement of hostility. We don't need wars no more! We want peace! It's time for politicians to take care of the U.S. residents instead of fating them, as well as other nationals, to death. We're organizing a peaceful gathering to draw public attention to the above-mentioned terrible problem. Our President and Congress must listen to those who granted them power - us, the people. If you also think that there should only be peace, come with us and let's make it happen. Stop war! Stop killing the innocent! Make peace, not war! Make peace, not war!",0,0,41.5,2017-05-12,"Living In: United States: Washington (+50 mi) District of Columbia","unavailable",0,"unavailable",51217,"mid","unavailable","unavailable","unavailable"
"2982",2981,2446,"If you also think that there should only be peace, come with us on June, 3 and let's make it happen. Stop war! Stop killing the innocent! Some believed Trump would withdraw the U.S. from useless and bloody military campaigns. But what we see is only the enhancement of hostility. We don't need wars no more! We want peace! It's time for politicians to take care of the U.S. residents instead of fating them, as well as other nationals, to death. We're organizing a peaceful gathering to draw public attention to the above-mentioned terrible problem. Our President and Congress must listen to those who granted them power - us, the people. If you also think that there should only be peace, come with us and let's make it happen. Stop war! Stop killing the innocent! Make peace, not war! Make peace, not war!",70,3034,41.5,2017-05-12,"Living In: United States: Washington (+50 mi) District of Columbia","unavailable",2608.53,"RUB",51217,"mid","high","low","mid"
"2983",2982,2449,"Using our tax money to bomb innocent people in #Syria and the Middle East is terrorism tool",175,1500,41.5,2017-05-19,"Living In: United States","unavailable",283.52,"RUB",51917,"mid","mid","mid","mid"
"2984",2983,2450,"If you also think that there should only be peace, come with us and let's make it happen. Stop war! Stop killing the innocent! Some believed Trump would withdraw the U.S. from useless and bloody military campaigns. But what we see is only the enhancement of hostility. We don't need wars no more! We want peace! It's time for politicians to take care of the U.S. residents instead of fating them, as well as other nationals, to death. We're organizing a peaceful gathering to draw public attention to the above- mentioned terrible problem. Our President and Congress must listen to those who granted them power - us, the people. If you also think that there should only be peace, come with us and let's make it happen. Stop war! Stop killing the innocent! Make peace, not war! Make peace, not war!",134,6605,41.5,2017-05-12,"Living In: United States: New York (+50 mi) New York","unavailable",2906.54,"RUB",51217,"mid","high","mid","mid"
